Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
Ben Cohen Charitable Trust,"United for a Fair Economy, Inc.",750,2013,1 year,Not Specified,Economic justice,Adults; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,General support,Cash grants,Unrestricted
Celia and Izzy Foundation,City Life/Vida Urbana,750,2013,1 year,Not Specified,Education,People of Latin American descent; Low-income people,Advocacy,Cash grants,Education & general philathropy
Goyal Family Charitable Foundation,India Society of Worcester,750,2013,1 year,Not Specified,Arts and culture,Low-income people,Not Specified,Cash grants,"Cultural, social, education & charitable org"
Lancaster Foundation,"Epiphany School, Inc.",750,2013,1 year,Not Specified,Environmental education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,Annual fund
Oristaglio Family Foundation,"Community Servings, Inc.",750,2013,1 year,Not Specified,Education,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,Charity's exempt purpose
Philip S. Harper Foundation,"United for a Fair Economy, Inc.",750,2013,1 year,Not Specified,Public finance,Adults; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,Advocacy,Cash grants,Advocacy
The Alchemy Foundation,South End Community Health Center Inc,750,2013,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,Presentations and productions,Cash grants,Not Specified
Pondce Family Foundation,Community Works,716,2013,1 year,Not Specified,Employment,Adolescents; Homeless people,Program support,Cash grants,Jobs
"The Liberty Mutual Foundation, Inc.",Boston Asian Youth Essential Service,676,2013,1 year,Not Specified,Youth services,Adolescents; People of Asian descent,Not Specified,Cash grants,Matching contribution
"The Liberty Mutual Foundation, Inc.",Massachusetts Alliance of Portuguese Speakers (MAPS),664,2013,1 year,Not Specified,Immigrant services,LGBTQ people; Ethnic and racial groups; Immigrants and migrants; Immigrants; Victims and oppressed people,Not Specified,Cash grants,Matching contribution
Pondce Family Foundation,Mass Mentoring Partnership,610,2013,1 year,Not Specified,Education,Students,Program support,Cash grants,Education
The Rachel H. Kangisser and Philip Sher Charitable Trust,"Brookline Community Foundation, Inc.",610,2013,1 year,Not Specified,Foundations,Low-income people,Program support,Cash grants,Charitable gift
"Access Strategies Fund, Inc.",Multicultural Youth Tour of Whats Now,600,2013,1 year,Not Specified,Hygiene,Children and youth; Ethnic and racial groups,Fundraising; Sponsorships,Cash grants,Event sponsorship
Glad To Be Here Foundation Inc.,Nativity School of Worcester,600,2013,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Catholics; Low-income people; Students,Not Specified,Cash grants,Non Restrictive
The Katherine U. & Ronald W. Takvorian Charitable Foundation,Summer Search Boston,600,2013,1 year,Not Specified,Youth organizing,Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,GENERAL
Gilbert Heritage Foundation,United Negro College Fund,595,2013,1 year,Not Specified,Higher education,Ethnic and racial groups; People of African descent; Low-income people; Academics,General support,Cash grants,Unrestricted
"Katten Muchin Rosenman Foundation, Inc.",Jumpstart for Young Children,585,2013,1 year,Not Specified,Early childhood education,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,"In order to make contributions for charitable, religious, educational or scientific purposes."
"The Liberty Mutual Foundation, Inc.",St Mary's Women and Children Center,577,2013,1 year,Not Specified,Homeless shelters,Children and youth; Women and girls; Ethnic and racial groups; Homeless people; Low-income people,Not Specified,Cash grants,Matching contribution
The Alchemy Foundation,Project Step,520,2013,1 year,Not Specified,Performing arts education,Children and youth; Non-adult children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Arthur M. and Martha R. Pappas Foundation,Worcester Youth Center,500,2013,1 year,Not Specified,Youth development,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,General
"Bank of America Charitable Foundation, Inc.","Winchester School of Chinese Culture, Inc",500,2013,1 year,Not Specified,Arts and culture,Children and youth; People of East Asian descent; Students,General support; Program support,Cash grants,Program/operating support
Ben & Kate Taylor Charitable Foundation,"Epiphany School, Inc.",500,2013,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,Not Specified
Ben & Kate Taylor Charitable Foundation,Friends of Camp Hale,500,2013,1 year,Not Specified,Camps,Boys; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Ben & Kate Taylor Charitable Foundation,"Epiphany School, Inc.",500,2013,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,Not Specified
"Bermil Foundation, Inc.",Maya Educational Foundation,500,2013,1 year,Not Specified,Education,Women and girls; Indigenous peoples; Students,General support,Cash grants,General support
Dalal Charitable Trust,Rian Immigrant Center,500,2013,1 year,Not Specified,Immigrant services,Ethnic and racial groups; Immigrants; Low-income people,Not Specified,Cash grants,To support irish and other immigrants integrate into american society
Dentaquest Foundation Inc.,"Theater Offensive, Inc.",500,2013,1 year,Not Specified,Dental care,LGBTQ people; Ethnic and racial groups,Not Specified,Cash grants,To improve oral health
Epstein-Carver Family Foundation,Steppingstone Foundation,500,2013,1 year,Not Specified,College preparation,Children and youth; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Educational
F. Irving Hutchins Charitable Trust,"Epiphany School, Inc.",500,2013,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,General
Frank Gerrity Charitable Trust,Ron Burton Training Village Camp,500,2013,1 year,Not Specified,Camps,Children and youth,General support,Cash grants,General Grant
Grant and Lara Gund Foundation,"Epiphany School, Inc.",500,2013,1 year,Not Specified,Philanthropy,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,To help further charitable purposes of organization
Heney Charitable Trust,InnerCity Weightlifting,500,2013,1 year,Not Specified,Crime prevention,Low-income people; At-risk youth,General support,Cash grants,Unrestricted
"John and Maria Doukas Foundation, Inc.",BalletRox Inc.,500,2013,1 year,Not Specified,Philanthropy,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people,Not Specified,Cash grants,Unresticted Charitable Gift
John P. and Kelley A. Joseph Family Foundation,Notre Dame Cristo Rey High School,500,2013,1 year,Not Specified,Secondary education,Adolescent girls,General support,Cash grants,General
John R. & Dorothy D. Caples Fund,Martha's Vineyard Museum Inc,500,2013,1 year,Not Specified,Museums,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,Not Specified,Cash grants,Organizations general
Karp Family Foundation,"Artists for Humanity, Inc.",500,2013,1 year,Not Specified,Arts services,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Charitable contribution
Kenwood Foundation,Nativity Boston,500,2013,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Unrestricted
Matthew J. & Gilda F. Strazzula Foundation,Brockton Neighborhood Health Center,500,2013,1 year,Not Specified,Health care clinics,Academics,Program support,Cash grants,Educational support
Mattlin Foundation,Year Up,500,2013,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support; Annual campaigns,Cash grants,Annual Support
Miller Foundation,Lets Get Ready,500,2013,1 year,Not Specified,Out-of-school learning,Adolescents; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Charitable
Morgan Stanley Foundation,Year Up,500,2013,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Nazarian Family Foundation,Tekevan Culteral Association,500,2013,1 year,Not Specified,Cultural awareness,Ethnic and racial groups,Not Specified,Cash grants,Charitable
Passport Foundation,Year Up,500,2013,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General & unrestricted
Ralph B. Rogers Foundation,GROTON SCHOOL,500,2013,1 year,Not Specified,Education services,People of African descent,Program support,Cash grants,Summer program
Rockland Trust Charitable Foundation Inc,Franklin & Bellingham Rail Trail Committee,500,2013,1 year,Not Specified,Sports and recreation,Ethnic and racial groups,Financial sustainability,Cash grants,2013 Road race sponsor
Rodman Ford Sales Inc. Charitable Trust,Jewish Vocational Service,500,2013,1 year,Not Specified,Job creation and workforce development,Ethnic and racial groups; Immigrants and migrants; Low-income people; Students,Program support,Cash grants,Charitable
Rosse Family Charitable Foundation Inc.,Ron Burton Training Village Camp,500,2013,1 year,Not Specified,Youth organizing,Boys; Ethnic and racial groups; Low-income people,General support,Cash grants,General
Schurgin Family Foundation,Cathay Bank Foundation,500,2013,1 year,Not Specified,Banking,Students,Program support,Cash grants,Educational
Shalom Family Charitable Foundation,"Brookline Community Foundation, Inc.",500,2013,1 year,Not Specified,Foundations,Low-income people,Not Specified,Cash grants,Contribution
Silicon Valley Community Foundation,Unitarian Universalist Association,500,2013,1 month,Not Specified,Interfaith,Gender and sexual identity; Ethnic and racial groups; Religious groups; Immigrants and migrants,Not Specified,Cash grants,Not Specified
Swartz Foundation Trust,Martha's Vineyard Museum Inc,500,2013,1 year,Not Specified,Museums,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,General support,Cash grants,General
