Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
Kenwood Foundation,Nativity Boston,500,2016,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Unrestricted for general
"Louis & Lena Minkoff Foundation, Inc.","The Match School Foundation, Inc.",500,2016,1 year,Not Specified,Charter school education,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
Morgan Stanley Foundation,National Black Mba Association Boston Chapter Inc 021415,500,2016,1 year,Vip,Education,People of African descent; Academics,Program support,Cash grants,Volunteer Incentive Program
Silicon Valley Community Foundation,"United for a Fair Economy, Inc.",500,2016,1 year,Not Specified,Public finance,Adults; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,Advocacy,Cash grants,Not Specified
Swartz Foundation Trust,Martha's Vineyard Museum Inc,500,2016,1 year,Not Specified,Museums,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,Not Specified,Cash grants,CHARITABLE CONTRIBUTION
The Alchemy Foundation,Cambridge Community Foundation,500,2016,1 year,Not Specified,Foundations,Family relationships; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Artists and performers,Not Specified,Cash grants,Not Specified
"The Berkshire Taconic Community Foundation, Inc.",Helia Native Nursery,500,2016,1 year,Environmental,Child welfare,Infants and toddlers; American Indians,Not Specified,Cash grants,Not Specified
The Birchrock Foundation,Martha's Vineyard Museum Inc,500,2016,1 year,Not Specified,Museums,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,General support,Cash grants,For general purposes
The Boston Foundation,SquashBusters Inc.,500,2016,1 year,Not Specified,Human services,Children and youth; Ethnic and racial groups; Low-income people,Program support,Cash grants,Not Specified
The Boston Foundation,SquashBusters Inc.,500,2016,1 year,Not Specified,Human services,Children and youth; Ethnic and racial groups; Low-income people,Program support,Cash grants,Not Specified
The Boston Foundation,Lenny Zakim Fund,500,2016,1 year,Not Specified,Foundations,Children and youth; Adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
The Boston Foundation,Beacon Academy Inc,500,2016,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Program support,Cash grants,Not Specified
The Boston Foundation,Boston Chinatown Neighborhood Center,500,2016,1 year,Not Specified,Human services,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,Not Specified,Cash grants,Not Specified
The Boston Foundation,Beacon Academy Inc,500,2016,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Program support,Cash grants,Not Specified
The Boston Foundation,Boston Chinatown Neighborhood Center,500,2016,1 year,Not Specified,Human services,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,Not Specified,Cash grants,Not Specified
The Boston Foundation,Dare,500,2016,1 year,Not Specified,Human services,Children and youth; Ethnic and racial groups; Low-income people; Victims of crime and abuse; People with disabilities,Program support,Cash grants,Not Specified
The Boston Foundation,Dartmouth Natural Resources Trust,500,2016,1 year,Not Specified,Environment,People of African descent; Low-income people,Not Specified,Cash grants,Not Specified
"The Dammann Fund, Inc.",Boston Childrens Chorus,500,2016,1 year,Not Specified,Vocal music,Children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Not Specified
The Fish Family Foundation,InnerCity Weightlifting,500,2016,1 year,Not Specified,Human services,Low-income people; At-risk youth,Not Specified,Cash grants,Human services
The Fish Family Foundation,InnerCity Weightlifting,500,2016,1 year,Not Specified,Human services,Low-income people; At-risk youth,Not Specified,Cash grants,Human services
The Linda Hammett & Andrew Ory Charitable Trust,Beacon Academy Inc,500,2016,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,General
The Martin & Barbara Zweig Foundation Inc.,SquashBusters Inc.,500,2016,1 year,Not Specified,Graduate and professional education,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,General use
The Plourde Family Charitable Trust,Eagle Eye Institute,500,2016,1 year,Not Specified,Health,Students,Program support,Cash grants,Environmental education program for urban youth
The Richard K. Lubin Family Foundation,Project Step,500,2016,1 year,Not Specified,Human rights,Children and youth; Non-adult children; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,To provide support for the needs of the organization.
The Sievert Family Foundation,Boston Korean Adoptees Inc,500,2016,1 year,Not Specified,Cultural awareness,People of East Asian descent; Low-income people,General support,Cash grants,General & Unrestricted
Westport Fund,"Epiphany School, Inc.",500,2016,1 year,Not Specified,Environmental education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,General Support
Ben & Kate Taylor Charitable Foundation,Camp Harbor View Foundation Inc.,500,2016,1 year,Not Specified,Camps,Children and youth; Adolescents; Family relationships; Ethnic and racial groups; Economically disadvantaged people; Low-income people; At-risk youth,General support,Cash grants,General Operations & Support
Citizens Charitable Foundation,"Community Servings, Inc.",500,2016,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,General Charitable
Community Foundation of Western Massachusetts,NUESTRAS RAICES INC,500,2016,1 year,Environmental,Environment,People of Latin American descent,Not Specified,Cash grants,La Noche de San Juan en Holyoke
Community Foundation of Western Massachusetts,NUESTRAS RAICES INC,500,2016,1 year,Environmental,Environment,Ethnic and racial groups; Low-income people,Program support,Cash grants,Falcetti Towers Community Garden
Community Foundation of Western Massachusetts,"Arise, Inc.",500,2016,1 year,Human Services,Human services,Women and girls; Ethnic and racial groups; Low-income people,Advocacy,Cash grants,Not Specified
Cutler-Stephens Foundation,Martha's Vineyard Museum Inc,500,2016,1 year,Not Specified,Museums,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,General support,Cash grants,General fund
Eastern Bank Foundation,Salem State University Foundation,500,2016,1 year,Not Specified,University education,People of African descent,Not Specified,Cash grants,Exempt purpose
Eastern Bank Foundation,Bottom Line,500,2016,1 year,Not Specified,College preparation,Children and youth; Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Not Specified,Cash grants; Employee matching gifts,For matching gifts
Eastern Bank Foundation,African Cultural Services,500,2016,1 year,Not Specified,Cultural awareness,Children and youth; People of African descent; Students,Program support,Cash grants,For school programs
Eastern Bank Foundation,UTEC,500,2016,1 year,Not Specified,Youth development,Adolescent girls,Not Specified,Cash grants,Exempt purpose
"Easthampton Savings Foundation, Inc.",NUESTRAS RAICES INC,500,2016,1 year,Not Specified,Community and economic development,Low-income people,Fundraising,Cash grants,Exempt purpose
Fidelity Investments Charitable Gift Fund,New Dance Complex Inc,500,2016,1 year,Not Specified,Dance,People of African descent,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Northeast Organic Farming Association Massachusetts Chapter,500,2016,1 year,Not Specified,Agriculture,Adults; Multiracial people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Dartmouth Natural Resources Trust,500,2016,1 year,Not Specified,Natural resources,People of African descent; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Dartmouth Natural Resources Trust,500,2016,1 year,Not Specified,Natural resources,People of African descent; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Beacon Academy Inc,500,2016,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Epiphany School, Inc.",500,2016,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Unitarian Universalist Association,500,2016,1 year,Not Specified,Interfaith,Gender and sexual identity; Ethnic and racial groups; Religious groups; Immigrants and migrants,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Epiphany School, Inc.",500,2016,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Cambridge Community Foundation,500,2016,1 year,Not Specified,Foundations,Family relationships; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Artists and performers,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Earthen Vessels,500,2016,1 year,Not Specified,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Weston Metco Scholarship Fund Inc,500,2016,1 year,Not Specified,Education,Adolescents; Ethnic and racial groups; Low-income people; Academics,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Rian Immigrant Center,500,2016,1 year,Not Specified,Immigrant services,Ethnic and racial groups; Immigrants; Low-income people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Community Servings, Inc.",500,2016,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,General support,Cash grants,Not Specified
