Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
Not Specified,Wellesley Abc Program Inc,"30,375",2017,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,For grant recipient's exempt purposes
Not Specified,Minds Matter,"30,200",2017,1 year,Not Specified,Out-of-school learning,Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,For grant recipient's exempt purposes
Not Specified,"Artists for Humanity, Inc.","30,000",2017,1 year,Not Specified,Arts services,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,PROGRAM/OPERATING SUPPORT
Not Specified,"Youthbuild Boston, Inc.","30,000",2017,1 year,Not Specified,Student retention,Adolescents; Ethnic and racial groups; Low-income people; Students,General support; Program support,Cash grants,PROGRAM/OPERATING SUPPORT
Not Specified,Asian American Civic Association I,"30,000",2017,1 year,Not Specified,Community and economic development,People of East Asian descent; Immigrants; Low-income people,General support; Program support,Cash grants,PROGRAM/OPERATING SUPPORT
Not Specified,Camp Harbor View Foundation Inc.,"30,000",2017,1 year,Not Specified,Camps,Children and youth; Adolescents; Family relationships; Ethnic and racial groups; Economically disadvantaged people; Low-income people; At-risk youth,Not Specified,Cash grants,PROGRAMS AND SUPPORT
Not Specified,Emmanuel Gospel Center,"30,000",2017,1 year,Not Specified,Arts and culture,Ethnic and racial groups; Immigrants; Low-income people,General support,Cash grants,GENERAL SUPPORT
Not Specified,"GreenLight Fund, Inc.","30,000",2017,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,Program support,Cash grants,Program Support
Not Specified,"The Neighborhood Developers, Inc.","30,000",2017,4 months,Workforce Development,Job creation and workforce development,Ethnic and racial groups; Immigrants; Low-income people,Program support,Cash grants,Connect
Not Specified,City Life/Vida Urbana,"30,000",2017,1 year,Not Specified,Community organizing,Adolescents,General support,Cash grants,GENERAL FUND
Not Specified,Dimock Community Foundation Inc,"30,000",2017,1 year,Not Specified,Out-patient medical care,Ethnic and racial groups; Low-income people,General support,Cash grants,Unrestricted general support
Not Specified,"Artists for Humanity, Inc.","30,000",2017,1 year,Not Specified,Humanities,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,Unrestricted general support
Not Specified,Friends of the Children - Boston,"30,000",2017,1 year,Not Specified,Child welfare,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth,General support,Cash grants,GENERAL OPERATING SUPPORT
Not Specified,Jewish Vocational Service,"30,000",2017,1 year,Not Specified,Employment,Immigrants and migrants; Low-income people,Not Specified,Cash grants,trainingvocationalpartnerships
Not Specified,Camp Harbor View Foundation Inc.,"30,000",2017,1 year,Not Specified,Camps,Children and youth; Adolescents; Family relationships; Ethnic and racial groups; Economically disadvantaged people; Low-income people; At-risk youth,Not Specified,Cash grants,Youth Development
Not Specified,Unitarian Universalist Association,"30,000",2017,1 year,Not Specified,"Storms, hurricanes and tornadoes",Victims and oppressed people,Not Specified,Cash grants,Hurricane Harvey Relief
Not Specified,"The Neighborhood Developers, Inc.","30,000",2017,1 year,Not Specified,Community and economic development,Immigrants; Low-income people,Program support,Cash grants,CHELSEA THRIVES
Not Specified,"Lawyers' Committee for Civil Rights Under Law of the Boston Bar Association, Inc.","30,000",2017,1 year,Not Specified,Legal services,Immigrants; Low-income people,Program support,Cash grants,"LEGAL LITERACY, ADVOCACY, AND TECHNICAL ASSISTANCE FOR IMMIGRANTS"
Not Specified,The City School,"30,000",2017,1 year,Not Specified,Elementary and secondary education,Children and youth; Students,General support,Cash grants,GENERAL
Not Specified,Lenny Zakim Fund,"30,000",2017,1 year,Not Specified,Foundations,Children and youth; Adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,General support,Cash grants,UNRESTRICTED
Not Specified,"Epiphany School, Inc.","30,000",2017,1 year,Not Specified,Middle school education,Preteens; Protestants; Low-income people; Students,Not Specified,Cash grants,CHARITABLE
Not Specified,College Bound Dorchester,"30,000",2017,1 month,Education\Adult Education,Adult education,Children and youth; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,College Connections Intervention Model (CCI)
Not Specified,Alternatives for Community and Environment,"30,000",2017,1 year,Not Specified,Benefits planning,Ethnic and racial groups; Low-income people,Program support,Cash grants,COMMUNITY BENEFIT PROGRAM
Not Specified,The Food Project,"30,000",2017,1 year,2017 Fall - Urban Farming and Youth Leadership,Agriculture for youth,Farmers,Not Specified,Cash grants,To support youth leadership to grow and distribute fresh food and work for food system change in their communities.
Not Specified,"Community Servings, Inc.","30,000",2017,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Program support,Cash grants,HUMAN SERVICES
Not Specified,National Conference for Community and Justice of CT & WMA,"30,000",2017,1 year,Empowerment,Diversity and intergroup relations,Ethnic and racial groups,Conferences and exhibits,Cash grants,"“The Cost of Hate” documentary is a collaboration between NCCJ and CPTV to highlight the incredible history of the social justice organization NCCJ, as well as illustrate the moral and financial cost of bias and bigotry in our country."
Not Specified,Camp Harbor View Foundation Inc.,"30,000",2017,1 year,Not Specified,Camps,Children and youth; Adolescents; Family relationships; Ethnic and racial groups; Economically disadvantaged people; Low-income people; At-risk youth,Not Specified,Cash grants,YOUTH DEVELOPMENT
Not Specified,"Theater Offensive, Inc.","30,000",2017,1 year,Not Specified,Theater,LGBTQ people; Ethnic and racial groups,General support,Cash grants,General operating
Not Specified,Islamic Society of Boston Cultural Center,"30,000",2017,1 month,Not Specified,Ethnic and racial minority rights,Muslims,"Fiscal sponsorships; Public engagement and education; Network-building and collaboration; Policy, advocacy and systems reform; Program support",Cash grants,Islamic Society of Boston Cultural Center's work to coordinate its community outreach and expand its civic engagement work in order to respond to the threats posed by federal policy to the civil rights of the community served by the Center serving to proactively build alliances with other impacted and faith communities. Grant made through MAS Boston Society.
Not Specified,UTEC,"30,000",2017,1 year,Not Specified,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Capacity-building and technical assistance,Cash grants,Strategic
Not Specified,The Center for Teen Empowerment,"30,000",2017,1 year,Not Specified,Youth organizing,Adolescent girls,Program support,Cash grants,CHARITABLE
Not Specified,Camp Haiastan Of The Armenian Youth Federation Inc,"30,000",2017,1 year,Not Specified,Human services,Economically disadvantaged people,Program support,Cash grants,Health & Human Services
Not Specified,Join for Justice Inc.,"30,000",2017,1 year,Not Specified,Antidiscrimination,Women and girls,Not Specified,Cash grants,CATALYST TO ENHANCE THE TRANSFORMATIONAL LEADERSHIP OF JEWISH WOMEN OF COLOR THROUGH CENTERING SELF-CARE AND RESILIENCE
Not Specified,Massachusetts Community Action Network,"30,000",2017,1 year,Not Specified,Community organizing,Children and youth,Program support,Cash grants,Faith-based comm orgs for econ racial justice
Not Specified,"MA Coalition for Occupational Safety & Health, Inc.","30,000",2017,1 year,Employment Programs - Youth Job Readiness and Employment,Job training,Adolescents,Information and Referral,Cash grants,Teens Lead at Work (TL@W)
Not Specified,Steppingstone Foundation,"30,000",2017,1 year,Educational Programs - Youth Post-Secondary Credentials,Higher education,Children and youth; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,The Steppingstone Foundation
Not Specified,SquashBusters Inc.,"30,000",2017,1 year,Educational Programs - Youth Post-Secondary Credentials,Education services,Adolescents; Students,Program support,Cash grants,"Squashbusters Boston: College, Character, Health"
Not Specified,"Artists for Humanity, Inc.","30,000",2017,1 year,Not Specified,Youth development,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,Not Specified
Not Specified,"Lawyers' Committee for Civil Rights Under Law of the Boston Bar Association, Inc.","30,000",2017,1 year,Not Specified,Education,Low-income people,Program support,Cash grants,Not Specified
Not Specified,Martha's Vineyard Museum Inc,"30,000",2017,1 year,Not Specified,Museums,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,Not Specified,Cash grants,Not Specified
Not Specified,"Quincy Asian Resources, Inc.","30,000",2017,1 year,Not Specified,Immigrant services,People of Asian descent; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Quincy Immigrant Youth and Family Empowerment
Not Specified,Museum of African American History,"30,000",2017,1 year,Not Specified,History museums,People of African descent,Not Specified,Cash grants,Technology to Support Enhanced Cultural and Educational Programming
Not Specified,African Food & Peace Foundation,"30,000",2017,1 year,Not Specified,Human rights,People of African descent; Economically disadvantaged people,General support,Cash grants,GENERAL OPERATING SUPPORT
Not Specified,SquashBusters Inc.,"30,000",2017,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,GENERAL FUND
Not Specified,The City School,"30,000",2017,1 year,Not Specified,Elementary and secondary education,Students,Equal access,Cash grants,Community identified issues
Not Specified,Asian American Resource Workshop Inc,"30,000",2017,1 year,Not Specified,Human services,People of Asian descent,Conferences and exhibits,Cash grants,Community identified issues
