Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
"Bank of America Charitable Foundation, Inc.","Community Servings, Inc.",28,2015,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,General support; Program support,Cash grants,Program/operating support
AmazonSmile Foundation,"Lowell Parks and Conservation Trust, Inc.",26,2015,1 year,Not Specified,Land resources,Age Groups; Ethnic and racial groups,General support,Cash grants,Not Specified
AmazonSmile Foundation,"Breakthrough Greater Boston, Inc.",25,2015,1 year,Not Specified,Middle school education,Children and youth; Preteens; Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
American Express Foundation,Above the Clouds Inc.,25,2015,1 year,Not Specified,Human services,Children and youth; Multiracial people; Economically disadvantaged people; At-risk youth; People with disabilities; People with diseases and illnesses,Volunteer development,Cash grants,Employee Matching
Citizens Charitable Foundation,Indian Brook Elementary Pta,25,2015,1 year,Not Specified,Elementary education,Children; American Indians; Students; Teachers,Not Specified,Cash grants,General Charitable
Citizens Charitable Foundation,Indian Brook Elementary Pta,25,2015,1 year,Not Specified,Elementary education,Children; American Indians; Students; Teachers,Not Specified,Cash grants,General Charitable
McKesson Foundation,"Community Servings, Inc.",25,2015,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Program support,Cash grants,"Employee matching gifts This program encourages employee giving by matching contributions of $10 or more to accredited educational institutions or 501(C)(3) organizations Donations are matched dollar for dollar up to $2,500 per employee per year"
United Business Media Community Connection Foundation,Greater Boston Interfaith Organization,25,2015,1 year,Not Specified,Human services,Ethnic and racial groups; Low-income people,Program support,Cash grants,Social Services
Verizon Foundation,"Lowell Parks and Conservation Trust, Inc.",25,2015,1 year,Not Specified,Land resources,Age Groups; Ethnic and racial groups,Program support,Cash grants,Community Charltable
Verizon Foundation,Year Up,25,2015,1 year,Not Specified,Human services,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Community Charltable
AmazonSmile Foundation,Rainbow Tribe Inc,25,2015,1 year,Not Specified,Human services,American Indians,General support,Cash grants,Not Specified
American Express Foundation,Jumpstart for Young Children,25,2015,1 year,Not Specified,Early childhood education,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Employee Matching
Citizens Charitable Foundation,Indian Brook Elementary Pta,25,2015,1 year,Not Specified,Elementary education,Children; American Indians; Students; Teachers,Not Specified,Cash grants,General Charitable
GE Foundation,The Food Project,25,2015,1 year,Not Specified,Basic and emergency aid,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Matching gifts payments
Justin & Genevieve Wyner Trust,"Community Servings, Inc.",25,2015,1 year,Not Specified,Community improvement,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,Community & charitable
"The Liberty Mutual Foundation, Inc.",Brockton Area Multi-Services,25,2015,1 year,Not Specified,Human services,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Matching contribution
The Progressive Insurance Foundation,New England Historic Geneological Society,25,2015,1 year,Not Specified,Genealogy,People of African descent; Academics,Presentations and productions,Cash grants,Not Specified
Verizon Foundation,Salem State University Foundation,25,2015,1 year,Not Specified,University education,People of African descent,Not Specified,Cash grants,Community Charltable
VOYA FOUNDATION,Dimock Community Health Center,25,2015,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,Program support,Cash grants; Employee matching gifts,Matching Gifts
AmazonSmile Foundation,Muslim Community Support Services Incorporated,24,2015,1 year,Not Specified,Human services,People with disabilities,General support,Cash grants,Not Specified
AmazonSmile Foundation,Girls LEAP Self-Defense,24,2015,1 year,Not Specified,Youth organizing,Girls; Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,Aaron's Presents,24,2015,1 year,Not Specified,Arts and culture,People of African descent,General support,Cash grants,Not Specified
AmazonSmile Foundation,Mount Grace Land Conservation Trust,24,2015,1 year,Not Specified,Land resources,Indigenous peoples,General support,Cash grants,Not Specified
AmazonSmile Foundation,National Association of Asian American Professionals- Boston Chapter,24,2015,1 year,Not Specified,Community and economic development,People of Asian descent,General support,Cash grants,Not Specified
AmazonSmile Foundation,Project HIP-HOP,24,2015,1 year,Not Specified,Youth organizing,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,Cambodian Mutual Assist. Assoc. of Greater Lowell,22,2015,1 year,Not Specified,Immigrant services,People of Southeast Asian descent; Immigrants and migrants; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,"Cape Verdean Association of Brockton, Inc.",22,2015,1 year,Not Specified,Immigrant services,Ethnic and racial groups; Immigrants and migrants; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,Camp Harbor View Foundation Inc.,21,2015,1 year,Not Specified,Camps,Children and youth; Adolescents; Family relationships; Ethnic and racial groups; Economically disadvantaged people; Low-income people; At-risk youth,General support,Cash grants,Not Specified
AmazonSmile Foundation,Emmanuel Gospel Center,21,2015,1 year,Not Specified,Human services,Ethnic and racial groups; Immigrants; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,"Massachusetts Center for Native American Awareness, Inc.",21,2015,1 year,Not Specified,Ethnic and racial minority rights,American Indians,General support,Cash grants,Not Specified
AmazonSmile Foundation,The Center for Teen Empowerment,21,2015,1 year,Not Specified,Youth organizing,Adolescent girls,General support,Cash grants,Not Specified
AmazonSmile Foundation,Centro Latino,20,2015,1 year,Not Specified,Immigrant services,People of Latin American descent; Immigrants,General support,Cash grants,Not Specified
AmazonSmile Foundation,Eagle Eye Institute,20,2015,1 year,Not Specified,Eye diseases,People with vision impairments,General support,Cash grants,Not Specified
AmazonSmile Foundation,Notre Dame Cristo Rey High School,20,2015,1 year,Not Specified,Secondary education,Adolescent girls,General support,Cash grants,Not Specified
American Express Foundation,Camp Haiastan Of The Armenian Youth Federation Inc,20,2015,1 year,Not Specified,Camps,Children and youth; Ethnic and racial groups,Not Specified,Cash grants,Employee Matching
"The Pfizer Foundation, Inc.",Northeast Organic Farming Association Massachusetts Chapter,20,2015,1 year,Not Specified,Agriculture,Adults; Multiracial people,Not Specified,Cash grants,Not Specified
AmazonSmile Foundation,Project Step,19,2015,1 year,Not Specified,Performing arts education,Children and youth,General support,Cash grants,Not Specified
AmazonSmile Foundation,"Artists for Humanity, Inc.",19,2015,1 year,Not Specified,Arts services,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,Found in Translation,19,2015,1 year,Not Specified,Languages,Immigrants and migrants,General support,Cash grants,Not Specified
AmazonSmile Foundation,Homework House Inc,19,2015,1 year,Not Specified,Tutoring,Children and youth; People of Latin American descent; Catholics; Students,General support,Cash grants,Not Specified
AmazonSmile Foundation,National Association of Asian American Professionals- Boston Chapter,19,2015,1 year,Not Specified,Community and economic development,People of Asian descent,General support,Cash grants,Not Specified
AmazonSmile Foundation,"Brookline Community Foundation, Inc.",18,2015,1 year,Not Specified,Foundations,Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,Congregacion Leon de Juda,18,2015,1 year,Not Specified,Christianity,People of Latin American descent; Christians,General support,Cash grants,Not Specified
AmazonSmile Foundation,Wellfleet Conservation Trust,18,2015,1 year,Not Specified,Land resources,Indigenous peoples,General support,Cash grants,Not Specified
AmazonSmile Foundation,Southeast Asian Coalition of Central Massachusetts,17,2015,1 year,Not Specified,Immigrant services,People of Southeast Asian descent; Immigrants and migrants,General support,Cash grants,Not Specified
AmazonSmile Foundation,HORN OF AFRICA EDUCATION DEVELOPMENT FUND,17,2015,1 year,Not Specified,Education,People of African descent,General support,Cash grants,Not Specified
Parekh-Vora Charitable Foundation,United Negro College Fund,15,2015,1 year,Not Specified,Higher education,Ethnic and racial groups; People of African descent; Low-income people; Academics,Regranting; Fundraising,Cash grants,Charitable
The Prospect Fund,Lenny Zakim Fund,15,2015,1 year,Not Specified,Foundations,Children and youth; Adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Charitable
Abbott Fund,"Massachusetts Advocates for Children, Inc.",13,2015,1 year,Not Specified,Child advocacy,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; People with disabilities,General support,Cash grants,General Support
"The Liberty Mutual Foundation, Inc.",Worcester Youth Center,13,2015,1 year,Not Specified,Youth development,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Matching contribution
AmazonSmile Foundation,"La Alianza Hispana, Inc.",11,2015,1 year,Not Specified,Human services,People of Latin American descent; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,Somerville Hispanic Association for Community Development Inc,11,2015,1 year,Not Specified,Community and economic development,People of Latin American descent; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,Dress for Success Worcester Inc,11,2015,1 year,Not Specified,Personal services,Women and girls; Women; Ethnic and racial groups; Low-income people; Incarcerated people; Victims of crime and abuse; Unemployed people,General support,Cash grants,Not Specified
AmazonSmile Foundation,Refugee and Immigrant Assistance Center Inc,11,2015,1 year,Not Specified,Immigrant services,People of African descent; Immigrants; Refugees and displaced people; Economically disadvantaged people,General support,Cash grants,Not Specified
AmazonSmile Foundation,Amherst Committee for A Better Chance,11,2015,1 year,Not Specified,Education services,Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,Not Specified
AmazonSmile Foundation,Brockton Area Multi-Services,11,2015,1 year,Not Specified,Human services,Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,GROUNDWORK SOMERVILLE INC,11,2015,1 year,Not Specified,Natural resources,Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,"Brookline Community Foundation, Inc.",11,2015,1 year,Not Specified,Foundations,Low-income people,General support,Cash grants,Not Specified
AmazonSmile Foundation,Remineralize the Earth,10,2015,1 year,Not Specified,Natural resources,Children and youth; American Indians,General support,Cash grants,Not Specified
AmazonSmile Foundation,African Artists Community Development Project Inc,10,2015,1 year,Not Specified,Arts and culture,People of African descent,General support,Cash grants,Not Specified
