Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
The Howard A. Van Vleck Foundation,The Food Project,"5,000",2019,1 year,Not Specified,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,General support
The Howell Family Charitable Foundation,Bottom Line,"5,000",2019,1 year,Not Specified,College preparation,Low-income people,Not Specified,Cash grants,Support 1ST gen low income
"The Hyams Foundation, Inc.",Latina Circle Inc.,"5,000",2019,1 year,Not Specified,Civic participation,Ethnic and racial groups; People of Latin American descent; Immigrants; Economically disadvantaged people; Activists,General support,Cash grants,General Support
The Jacobson Family Foundation,Year Up,"5,000",2019,1 year,Not Specified,Education services,Teachers,Not Specified,Cash grants,Educational
The Jennison Charitable Foundation,St Mary's Women and Children Center,"5,000",2019,1 year,Not Specified,Homeless shelters,Children and youth; Women and girls; Ethnic and racial groups; Homeless people; Low-income people,General support,Cash grants,General contribution
The Jerome P. & Carol B. Kenney Trust,"Martha's Vineyard Hospital, Inc.","5,000",2019,1 year,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,General support,Cash grants,General support
The Kenrose Kitchen Table Foundation,Nativity School of Worcester,"5,000",2019,1 year,Not Specified,Middle school education,Preteen boys; Ethnic and racial groups; Catholics; Low-income people; Students,Not Specified,Cash grants,Charitable
The Raether Family Charitable Trust,Year Up,"5,000",2019,1 year,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General purpose
"The Rodgers Family Foundation, Inc.",Cambridge Public Access Corporation Inc,"5,000",2019,1 year,Not Specified,Diseases and conditions,Religious groups,Equal access,Cash grants,To aid donee organizations to carry out their exempt activities.
The Ryan Family Foundation,Inner-City Scholarship Fund,"5,000",2019,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Catholics; Low-income people; At-risk youth; Students,General support,Cash grants,General charitable purposes
The Safe Family Foundation,"Epiphany School, Inc.","5,000",2019,1 year,Not Specified,Environmental education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,General needs
The Schooner Foundation,Initiative for A Competitive Inner City Inc,"5,000",2019,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,General support,Cash grants,General Support
The Sexton Family Foundation,Year Up,"5,000",2019,1 year,Not Specified,Youth development,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,"CHARITABLE CONTRIBUTION - Close the opportunity divide by providing urban young adults with skills, experience, and support."
The Shifting Foundation,Community Works,"5,000",2019,1 year,Not Specified,Community organizing,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,To support the overall mission of the organization
The Stoddard Charitable Trust,Worcester Youth Center,"5,000",2019,1 year,Not Specified,Youth development,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,Santa claus grant (allen)
The Stoddard Charitable Trust,Bottom Line,"5,000",2019,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Program support,Cash grants,Support the worcester program in 201
The Vitale Family Foundation Inc.,Bottom Line,"5,000",2019,1 year,Not Specified,Environment,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Program support,Cash grants,The Chicago region fund
Todd A. Williams Family Foundation,Teach Plus,"5,000",2019,1 year,Not Specified,Teacher education,Children and youth; Ethnic and racial groups; Low-income people; Students; Teachers,Public engagement and education; Program support,Cash grants,Education
Triangle Community Foundation,Dudley Street Neighborhood Initiative,"5,000",2019,1 year,Not Specified,Community organizing,Ethnic and racial groups; Low-income people,General support,Cash grants,General purpose
Windhover Foundation,"Epiphany School, Inc.","5,000",2019,1 year,Not Specified,Sports and recreation,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,Rodman ride for kids/epiphany
Zakaria Family Foundation,"Martha's Vineyard Hospital, Inc.","5,000",2019,1 year,Not Specified,Hospital care,Researchers,Fundraising; Research; Program support,Cash grants,Medical research and care
Annenberg Foundation,"Boston Preservation Alliance, Inc.","5,000",2019,0.08 months,"Arts, Culture and Humanities",Architecture,Ethnic and racial groups,Program support,Cash grants,"To protect and improve the quality of Boston, Massachusetts's architectural heritage"
Arthur & Linda Gelb Charitable Foundation,Americans for Peace and Tolerance,"5,000",2019,1 year,Not Specified,Diversity and intergroup relations,Ethnic and racial groups; Religious groups,General support,Cash grants,General funds
Bennett Family Foundation,Unitarian Universalist Urban Ministry (Benevolent Fraternity of Unitarian Church),"5,000",2019,1 year,Not Specified,Interfaith,Children and youth; Women and girls; Ethnic and racial groups; Low-income people; Victims of crime and abuse,Not Specified,Cash grants,Entity support
Bennett Family Foundation,Boston Youth Symphony Orchestras,"5,000",2019,1 year,Not Specified,Orchestral music,Children and youth; Adults; Ethnic and racial groups; Students,Program support,Cash grants,Entity support
British Society,Rian Immigrant Center,"5,000",2019,1 year,Not Specified,Immigrant services,Ethnic and racial groups; Immigrants; Low-income people,Program support,Cash grants,Assist idividuals in needassist individuals in need
Bushrod H. Campbell & Adah F. Hall Charity Fund,All Dorchester Sports League,"5,000",2019,1 year,Not Specified,School athletics,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,General purpose
Bushrod H. Campbell & Adah F. Hall Charity Fund,"Hyde Square Task Force, Inc.","5,000",2019,1 year,Not Specified,Community improvement,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,General purpose
Bushrod H. Campbell & Adah F. Hall Charity Fund,Boston Chinatown Neighborhood Center (bcnc),"5,000",2019,1 year,Not Specified,Education,People of East Asian descent,General support,Cash grants,General purpose
Bushrod H. Campbell & Adah F. Hall Charity Fund,College Bound Dorchester,"5,000",2019,1 year,Not Specified,Higher education,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General purpose
Bushrod H. Campbell & Adah F. Hall Charity Fund,Educational Development Group (edg),"5,000",2019,1 year,Not Specified,Equal opportunity in education,Ethnic and racial groups; Immigrants; Low-income people; Students,General support,Cash grants,General purpose
"Central New York Community Foundation, Inc.","Brookline Community Foundation, Inc.","5,000",2019,1 year,Not Specified,Foundations,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,General support
"Consigli Construstuction Foundation, Inc.",Whittier Street Health Center,"5,000",2019,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,Program support,Cash grants,2019 Contributor sponsorship
Craig B. Tate Foundation,Steppingstone Foundation,"5,000",2019,1 year,Not Specified,College preparation,Children and youth; Ethnic and racial groups; Low-income people; Students,Public engagement and education; Program support,Cash grants,Education
Deupree Family Foundation,Gardening the Community,"5,000",2019,1 year,Not Specified,Community beautification,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,General support
Dick and Brena Parsons Foundation Inc,New England Historic Geneological Society,"5,000",2019,1 year,Not Specified,Genealogy,People of African descent; Academics,General support,Cash grants,Support of operations
"Elia & Fannie Karas Foundation, Inc.",Friends of the Children - Boston,"5,000",2019,1 year,Not Specified,Adult and child mentoring,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth,Not Specified,Cash grants,Charitable contribution
"Frank R. and Elizabeth Simoni Foundation, Inc.",Ron Burton Training Village Camp,"5,000",2019,1 year,Not Specified,Education services,Students; Teachers,Program support,Cash grants,Educational
Great Island Foundation,"Community Servings, Inc.","5,000",2019,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,Charitable general purpose
Greater Boston Chamber of Commerce,Dimock Community Health Center,"5,000",2019,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,Program support,Cash grants,Event contribution / steppin out friend
Greater Boston Chamber of Commerce,"Community Servings, Inc.","5,000",2019,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Fundraising,Cash grants,Event contributions
Greater Boston Chamber of Commerce,Black Economic Council of Massachusetts Inc,"5,000",2019,1 year,Not Specified,Cultural awareness,People of African descent; Economically disadvantaged people,Convening,Cash grants,2019 Sponsorship mass black expo
"Greater Worcester Community Foundation, Inc.","YWCA Central Massachusetts, Inc.","5,000",2019,1 year,Not Specified,Ethnic and racial minority rights,Children and youth; Low-income people,Equal access,Cash grants,Racial equity program
"Greater Worcester Community Foundation, Inc.",Crocodile River Music/African Arts in Education,"5,000",2019,1 year,Not Specified,Music,People of African descent,Program support; Performances,Cash grants,Community enrichment through african music & arts
"Greater Worcester Community Foundation, Inc.",Worcester Youth Center,"5,000",2019,1 year,Not Specified,Education services,Students,Information technology; Program support,Cash grants,Academic support technology upgrade
"Greater Worcester Community Foundation, Inc.",Squares Squared Inc,"5,000",2019,1 year,Not Specified,Elementary and secondary education,Indigenous peoples; Students,Program support,Cash grants,Pow! Wow! Worcester school week
"Heritage/Salem Five Charitable Foundation, Inc.",The Food Project,"5,000",2019,1 year,Not Specified,Education,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Exempt purpose
Highland Street Foundation,Museum of Afro American History Inc,"5,000",2019,1 year,Not Specified,Sports and recreation,Ethnic and racial groups,Program support,Cash grants,For arts and culture.
