Funder Name,City,State,Country,* Value of Grants,Number of Grants,Details
Mar Foundation,Brooklyn,NY,United States,$615,1,
Jack and Eva Medzorian Foundation,Winchester,MA,United States,$600,5,
Liddy Family Foundation,Westport,CT,United States,$600,5,
Holder Family Foundation,Elk,CA,United States,$600,4,
Tsoi Dug Foundation,Walnut Creek,CA,United States,$600,3,
"Atwater Kent Foundation, Inc.",Gloucester,MA,United States,$600,2,
James & Virginia Welch Foundation,Parsippany,NJ,United States,$600,2,
The Edward Lee and Slocumb Hollis Perry Foundation,Chestnut Hill,MA,United States,$600,2,
Ventana Charitable Foundation,Tucson,AZ,United States,$600,2,
Arthur S. Tarlow Family Foundation,Middleboro,MA,United States,$600,1,
Casavant Family Charitable Trust,Worcester,MA,United States,$600,1,
Joan Dougherty Foundation,Brooklyn,NY,United States,$600,1,
"Meyer & Jean Steinberg Family Foundation, Inc.",New York City,NY,United States,$600,1,
Robert and Carole Julian Foundation,Omaha,NE,United States,$600,1,
Robert F. Hunsicker Foundation,Lakeland,FL,United States,$600,1,
The Findlay Family Foundation,Salisbury,CT,United States,$600,1,
S5 Foundation Inc,Wilmette,IL,United States,$555,1,
Yelp Foundation,San Francisco,CA,United States,$553,7,
The Shachar Foundation,New York City,NY,United States,$540,2,
"The Wobniar Foundation, Inc.",Bethesda,MD,United States,$526,1,
Mgs & Rrs Charitable Trust,Boston,MA,United States,$508,2,
Alan & Elaine Lichtenberg Foundation,Greenvale,NY,United States,$500,1,
Aqua Charitable Trust,Bryn Mawr,PA,United States,$500,1,
"August Foundation, Inc.",Somerville,MA,United States,$500,1,
Broadcom Foundation,Newport Beach,CA,United States,$500,1,
Bryan and Barbara Fields Family Foundation,Atlanta,GA,United States,$500,1,
Cambrooke Foundation for Arts and Science .,Wilmington,DE,United States,$500,1,
Carolyn Foundation,Minneapolis,MN,United States,$500,1,
Charles B. Sweatt Foundation,Las Vegas,NV,United States,$500,1,
Charles Levy Foundation,Yardley,PA,United States,$500,1,
Conrad H. and Anna Belle Gillen Scholarship Fund,Norwich,NY,United States,$500,1,
Creighton Family Foundation,Boston,MA,United States,$500,1,
Dalal Charitable Trust,Burlingame,CA,United States,$500,1,
David & Barbara Whitwam Foundation,Chicago,IL,United States,$500,1,
"David Katz Foundation, Inc.",Boston,MA,United States,$500,1,
Dunn Family Foundation,Stow,MA,United States,$500,1,
Earl and Hattie Rappaport Foundation,Jamaica Plain,MA,United States,$500,1,
Easton Sports Development Foundation Ii,Van Nuys,CA,United States,$500,1,
Emily Balz Smith Foundation,Jacksonville,FL,United States,$500,1,
Emily F. Gill Trust,Providence,RI,United States,$500,1,
"Ethel M. Looram Foundation, Inc.",Baltimore,MD,United States,$500,1,
Fischer Family Foundation,Santa Monica,CA,United States,$500,1,
"Frank R. & Emilie E. Stamer Foundation, Inc.",New York City,NY,United States,$500,1,
Franklin Philanthropic Foundation,Chicago,IL,United States,$500,1,
Georgiana Richardson Baker Fund Trust,Providence,RI,United States,$500,1,
"Goldhirsh-Yellin Foundation, Inc.",Boston,MA,United States,$500,1,
Greenwald Family Foundation Inc.,Cambridge,MA,United States,$500,1,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,United States,$500,1,
Lichterman-Loewenberg Foundation,Memphis,TN,United States,$500,1,
"Louis & Lena Minkoff Foundation, Inc.",Hollywood,FL,United States,$500,1,
Louis F. & Mary A. Tagliatela Family Foundation,New Haven,CT,United States,$500,1,
Mary G. Voght Trust,Bedford,NH,United States,$500,1,
Mattlin Foundation,Columbus,OH,United States,$500,1,
Miller Foundation,Rye,NY,United States,$500,1,
Morris Kesselman & Rita Kesselman Foundation Trust,Palm Beach Gardens,FL,United States,$500,1,
Nationwide Foundation,Columbus,OH,United States,$500,1,
Neil & Sandra Defeo Family Foundation,Sarasota,FL,United States,$500,1,
New Prospect Foundation,Evanston,IL,United States,$500,1,
Nulman Foundation,Narragansett,RI,United States,$500,1,
"Oppenheim Family Fund, Inc.",New York City,NY,United States,$500,1,
Piacentile Family Foundation,Woodcliff Lake,NJ,United States,$500,1,
"Poduska Family Foundation, Inc.",Weston,MA,United States,$500,1,
R. & H. Healy Foundation,New York City,NY,United States,$500,1,
Ralph B. Rogers Foundation,Dallas,TX,United States,$500,1,
"Ram Foundation, Inc.",Orlando,FL,United States,$500,1,
"Samuel and Ellen Phelan Family Foundation, Inc.",Red Hook,NY,United States,$500,1,
Shelley and Donald Meltzer Family Foundation,Greenwich,CT,United States,$500,1,
Snave Foundation,Winchester,MA,United States,$500,1,
The 1156 Foundation,New York City,NY,United States,$500,1,
The Andrew and Lisa Rodman Foundation,Palm Beach,FL,United States,$500,1,
The Barbara Goodman Raho Thank You Urbn Family Foundation Inc,Wilmington,DE,United States,$500,1,
The Blum Family Foundation,Nashville,TN,United States,$500,1,
"The Buhrmaster Family Foundation, Inc.",Naples,FL,United States,$500,1,
The Clark Hunter Foundation,Pittsburgh,PA,United States,$500,1,
The Cosel-Pieper Family Foundation,Lloyd Harbor,NY,United States,$500,1,
The Elliott & Harriet Goldstein Private Foundation,Nashville,TN,United States,$500,1,
The George and Judith Handjinicolaou Foundation,Mclean,VA,United States,$500,1,
The Grubman Compton Foundation,New York City,NY,United States,$500,1,
The Julie and Dennis Murphy Family Foundation,Still River,MA,United States,$500,1,
The Leslie S.T. Fang Foundation,Boston,MA,United States,$500,1,
The Malkenson Foundation,East Quogue,NY,United States,$500,1,
The Matthew Korn and Cynthia Miller Family Foundation,Mclean,VA,United States,$500,1,
The Maynard Family Foundation,Mogadore,OH,United States,$500,1,
"The Obernauer Foundation, Inc.",New York City,NY,United States,$500,1,
The Scotts Miracle-Gro Foundation,Marysville,OH,United States,$500,1,
The Suskram Family Foundation,New York City,NY,United States,$500,1,
The Warburg Pincus Foundation,New York City,NY,United States,$500,1,
Timken Family Charitable Trust,Canton,OH,United States,$500,1,
Topfer Family Foundation,Austin,TX,United States,$500,1,
Turkanis Family Foundation,Wilmington,DE,United States,$500,1,
"Withington Foundation, Inc.",Fort Washington,PA,United States,$500,1,
Wrg Foundation,Portland,OR,United States,$500,1,
"Yu-Lo Charitable Foundation, Inc.",Hobe Sound,FL,United States,$500,1,
Zimmerman Shleifer Charitable Foundation,Boston,MA,United States,$500,1,
Select Equity Group Foundation,New York City,NY,United States,$480,2,
The Mcconnell Family Foundation,Hingham,MA,United States,$475,6,
Pohlad Family Foundation,Minneapolis,MN,United States,$475,3,
Sami and Annie Totah Family Foundation,Silver Spring,MD,United States,$469,1,
Kaleidoscope Foundation,Bellevue,WA,United States,$461,2,
Rsc Foundation Inc.,Boston,MA,United States,$450,3,
Louis P. Singer Fund Inc.,Portsmouth,NH,United States,$450,2,
Port Family Foundation,Hollidaysburg,PA,United States,$450,2,
"The John B. and Marguerite M. Owens Charitable Foundation, Inc.",Towson,MD,United States,$450,2,
"Evelyn & Louis Grossman Fund, Inc.",Wellesley,MA,United States,$450,1,
The Rosencrans Family Foundation Inc.,Greenwich,CT,United States,$450,1,
Bbva Charity,Birmingham,AL,United States,$443,1,
Salesforce.Com/Foundation,San Francisco,CA,United States,$425,6,
Waltham West Suburban Chamber of Commerce Foundation Inc.,Waltham,MA,United States,$425,1,
The M. B. Lewis Charitable Foundation,Washington,DC,United States,$416,1,
Ezesoft Charity Fund Corporation,Boston,MA,United States,$400,2,
Roslyn and Joseph Perlman Foundation,Highland Park,IL,United States,$400,2,
"Sylvester Memorial Fund, Inc.",Hingham,MA,United States,$400,2,
Alexander C. & Tillie S. Speyer Foundation,Pittsburgh,PA,United States,$400,1,
Orix Foundation,Dallas,TX,United States,$400,1,
Rasmuson Foundation,Anchorage,AK,United States,$400,1,
Saul O. Sidore Memorial Foundation,Bedford,NH,United States,$400,1,
The S&P Global Foundation,New York City,NY,United States,$400,1,
The John H. & Susan T. Buck Charitable Foundation,Beverly Farms,MA,United States,$390,3,
Godshalk Family Charitable Foundation,Boston,MA,United States,$375,1,
Florence H. and Samuel E. Mintz Charitable Trust,Charlestown,MA,United States,$365,3,
The Albert & Judith Goldberg Foundation,Natick,MA,United States,$360,2,
Raymond J. and Sally J. Allen Charities Ltd.,Oak Brook,IL,United States,$350,2,
Eleanore Bennett Charitable Trust Ii,Waltham,MA,United States,$350,1,
H. K. and P. G. Smith Charitable Foundation,Providence,RI,United States,$350,1,
James M. & Melinda A. Rabb Charitable Foundation,Weston,MA,United States,$350,1,
Mattleman Family Foundation,Philadelphia,PA,United States,$325,5,
"Parker Davidson Family Foundation, Inc.",New York City,NY,United States,$325,1,
Democracy Works,Seattle,WA,United States,$300,3,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Barr Charitable Trust,Boston,MA,United States,$250,1,
"Cinnabelle & Benjamin Esterman Foundation, Inc.",Cambridge,MA,United States,$250,1,
Community Foundation of Greater Des Moines,Des Moines,IA,United States,$250,1,
Jamakepe Foundation,New York City,NY,United States,$250,1,
"John W. Daniels, Jr. & Valerie Daniels-Carter Charitable Trust",Milwaukee,WI,United States,$250,1,
Lee and Marvin Traub Charitable Fund,New York City,NY,United States,$250,1,
"Maritz Holdings, Inc. Contributions Program",Fenton,MO,United States,$250,1,
"Mckee Foundation, Inc.",Indianapolis,IN,United States,$250,1,
N. Silverstein Charitable Foundation,Chestnut Hill,MA,United States,$250,1,
Palmer and Jane D. Davenport Foundation,Chicago,IL,United States,$250,1,
"Phillips-Green Foundation, Inc.",Truro,MA,United States,$250,1,
Robert F. Stoico/Firstfed Charitable Foundation,Swansea,MA,United States,$250,1,
Rocking Chair Foundation,New York City,NY,United States,$250,1,
Samuel P. Mandell Foundation,Philadelphia,PA,United States,$250,1,
Sedgwick Family Charitable Ag-Ta 20-1017140,Brooklyn,OH,United States,$250,1,
The Andrew Deluca Charitable Foundation,Medfield,MA,United States,$250,1,
The Bronfman Youth Fellowships in Israel Inc.,Albany,NY,United States,$250,1,
"The Fan Fox and Leslie R. Samuels Foundation, Inc.",New York City,NY,United States,$250,1,
The Fletcher Jones Foundation,Pasadena,CA,United States,$250,1,
The Forst Foundation,Fort Washington,PA,United States,$250,1,
"The Hayward Foundation, Inc.",Riverside,CT,United States,$250,1,
The Horner Foundation,Plymouth Meeting,PA,United States,$250,1,
"The John and Katherine Naudin Foundation, Inc.",Gloversville,NY,United States,$250,1,
"The Mandell Family Foundation, Inc.",New York City,NY,United States,$250,1,
"The Scherman Foundation, Inc.",New York City,NY,United States,$250,1,
The Selma and Irving Ettenberg Foundation,Delray Beach,FL,United States,$250,1,
Warner Family Foundation,Boston,MA,United States,$250,1,
Wender Foundation,Cambridge,MA,United States,$240,4,
The Frederick P. Lenz Foundation for American Buddhism,Los Angeles,CA,United States,$230,1,
Glaxosmithkline Foundation,Philadelphia,PA,United States,$225,3,
United Business Media Community Connection Foundation,New Hyde Park,NY,United States,$225,3,
"Elizabeth C. Weiss & Ellen H. Cahn Foundation, Inc.",Lexington,MA,United States,$215,2,
Bayer Fund,St. Louis,MO,United States,$200,2,
Bungie Foundation,Bellevue,WA,United States,$200,2,
Gordon Salmon and Marjorie R. Present Charitable Foundation,Rochester,NY,United States,$200,2,
Jean R. D. and Betty Rae Hecht Charitable Foundation,Toms River,NJ,United States,$200,2,
New Crossways Foundation,Boston,MA,United States,$200,2,
Shames Family Foundation,Wilton,CT,United States,$200,2,
Teddy Perkins Family Charity Foundation,Needham,MA,United States,$200,2,
The Baxter International Foundation,Deerfield,IL,United States,$200,2,
"The Hummel Family Fund, Inc.",Pittsboro,NC,United States,$200,2,
U.S. Bank Foundation,Milwaukee,WI,United States,$200,2,
American Society for the Prevention of Cruelty to Animals,New York City,NY,United States,$200,1,
Briggs-Kerst Family Foundation,Fort Collins,CO,United States,$200,1,
De Quattro Family Foundation,Silver Spring,MD,United States,$200,1,
"Dunagan Foundation, Inc.",Wellington,FL,United States,$200,1,
Issa Family Foundation,Vista,CA,United States,$200,1,
"Kalkin Family Foundation, Inc.",Bernardsville,NJ,United States,$200,1,
"Linda and Jock Mutschler Foundation, Inc.",Milwaukee,WI,United States,$200,1,
"S.D. Bechtel, Jr. Foundation",San Francisco,CA,United States,$200,1,
The Academy Place Foundation,Memphis,TN,United States,$200,1,
The Avista Foundation,Spokane,WA,United States,$200,1,
The Robert E. Hansen Family Foundation,Sturgeon Bay,WI,United States,$200,1,
"White Light Foundation, Inc.",Trumbull,CT,United States,$200,1,
Davidson-Sterenfeld Family Foundation,New York City,NY,United States,$175,2,
Parekh-Vora Charitable Foundation,West Bloomfield Township,MI,United States,$165,6,
Fein Foundation,Purchase,NY,United States,$165,1,
The Hastings Family Foundation Inc,Wellesley,MA,United States,$153,2,
American Optical Foundation,Southbridge,MA,United States,$150,1,
Coghlin Family Foundation,Westborough,MA,United States,$150,1,
"The Ensign-Bickford Foundation, Inc.",Denver,CO,United States,$150,1,
"Henry M. Butzel Family Foundation, Inc.",Albany,NY,United States,$140,1,
"The Edmund B. and Elizabeth M. Campbell Foundation, Inc.",Venice,FL,United States,$140,1,
The Mondelez International Foundation,Chicago,IL,United States,$129,1,
Cigna Foundation,Philadelphia,PA,United States,$125,1,
Desiderata Charitable Foundation,Parker,CO,United States,$125,1,
Shusterman Foundation,Philadelphia,PA,United States,$125,1,
Panta Rhea Foundation,La Jolla,CA,United States,$111,1,
Alice Rowan Swanson Foundation,Wilmington,DE,United States,$100,1,
Allstadt Hardin Foundation,Cooperstown,NY,United States,$100,1,
Betty Byfield Paul Foundation,Boulder,CO,United States,$100,1,
Brian & Joelle Kelly Family Foundation,Red Bank,NJ,United States,$100,1,
Brigham Hill Foundation,North Grafton,MA,United States,$100,1,
Caterpillar Foundation,Peoria,IL,United States,$100,1,
Cedarcrest Charitable Foundation,Wilmington,DE,United States,$100,1,
Choice Hotels International Foundation,Rockville,MD,United States,$100,1,
Daniel J. and Edith A. Ehrlich Family Foundation,New York City,NY,United States,$100,1,
Eliot I. and Ruth Snider Charitable Trust,Chestnut Hill,MA,United States,$100,1,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,MA,United States,$100,1,
Peter H. Kamin Family Foundation,Palm Beach Gardens,FL,United States,$100,1,
Rauch Rainoff Foundation,Southern Pines,NC,United States,$100,1,
Simson First Foundation,Columbus,OH,United States,$100,1,
The Critelli Family Foundation,Naples,FL,United States,$100,1,
The Dintersmith-Hazard Foundation,Boston,MA,United States,$100,1,
The F. & J.S. Fund Inc.,Seaford,NY,United States,$100,1,
"The Finn Family Foundation, Inc.",Greenwich,CT,United States,$100,1,
The Gaines Family Foundation,New York City,NY,United States,$100,1,
"The Gregory Family Foundation, Inc.",Osterville,MA,United States,$100,1,
The Harris Trust,Norfolk,VA,United States,$100,1,
The Howard J. Cooperman Charitable Foundation,Boca Raton,FL,United States,$100,1,
The Jack and Sarita Gantz Foundation Inc,White Plains,NY,United States,$100,1,
The Leever Foundation,Reston,VA,United States,$100,1,
"The Melvyn P. and Eleanor N. Galin Family Foundation, Inc.",Savannah,GA,United States,$100,1,
The Silverman/Sutherland Family Foundation,Cambridge,MA,United States,$100,1,
The Teagle Foundation Incorporated,New York City,NY,United States,$100,1,
Thomas W. and Janice A. Segar Charitable Trust,Bloomington,MN,United States,$100,1,
Thornton Family Foundation,Concord,MA,United States,$100,1,
"Unitarian Universalist Trauma Response Ministry, Inc.",Stony Brook,NY,United States,$100,1,
Wallace Foundation,Greenwood Village,CO,United States,$100,1,
Weil Foundation,Wilmington,NC,United States,$100,1,
"William Leatherbee, Jr. Charitable Trust",Miami Beach,FL,United States,$100,1,
Schwarz Family Foundation,New York City,NY,United States,$87,1,
W. & M. Kennedy Private Family Foundation Inc,New York City,NY,United States,$85,1,
The Harry Frank Guggenheim Foundation,New York City,NY,United States,$80,1,
Bartko Family Charitable Foundation,Portsmouth,NH,United States,$75,2,
Kayne Anderson Capital Advisors Foundation,Los Angeles,CA,United States,$75,1,
Michael & Karen Tichnor Family Foundation,Wayland,MA,United States,$75,1,
Schwartzberg Foundation Inc.,Haddonfield,NJ,United States,$70,1,
Stiassni Family Foundation,Rancho Palos Verdes,CA,United States,$70,1,
The Jane & Martin Schwartz Family Foundation,Philadelphia,PA,United States,$67,1,
The Baruch Fund,Hendersonville,NC,United States,$65,2,
Morris Greenspun Foundation,Highland Park,TX,United States,$65,1,
Feldman Charitable Foundation,Belleville,NJ,United States,$60,1,
"The Barkley Foundation, Inc.",Pompano Beach,FL,United States,$60,1,
Esther & Louis Wertenteil Foundation,Brooklyn,NY,United States,$54,1,
