Funder Name,Funder EIN,Funder Financial Date,Funder Financial Assets,Funder Financial Expenditures,Funder Financial Total Giving,Funder Financial Grant Amount,Funder Telephone,Funder Email,Funder Website,Funder Address
"The John and Katherine Naudin Foundation, Inc.",146016106,2020,"$468,037 ","$38,657 ","$32,100 ",N/A,5187257127,N/A,N/A,"C/O West Company Po Box 1219
Gloversville, NY, United States 120780354"
"The Mandell Family Foundation, Inc.",650937789,2020,"$263,332 ","$32,301 ","$28,590 ",N/A,2128198085,N/A,N/A,"785 Park Avenue Apt 14c No 14c
New York City, NY, United States 10021"
"The Scherman Foundation, Inc.",136098464,2019,"$130,517,393 ","$6,938,163 ","$4,891,728 ",N/A,2128323086, info@scherman.org,http://www.scherman.org,"16 East 52nd St No 601
New York City, NY, United States 100225306"
The Selma and Irving Ettenberg Foundation,900959410,2019,"$4,966,612 ","$645,682 ","$295,110 ",N/A,5614550360,N/A,N/A,"15300 S Jog Road
Delray Beach, FL, United States 33446"
Warner Family Foundation,736360352,2020,"$1,468,172 ","$121,504 ","$107,400 ",N/A,8888663275,N/A,N/A,"225 Franklin Street Ma1-225-04-02
Boston, MA, United States 02110"
Wender Foundation,43532331,2019,"$374,562 ","$24,045 ","$18,400 ",N/A,6172584107,N/A,N/A,"10 Dana Street No 10
Cambridge, MA, United States 02138"
The Frederick P. Lenz Foundation for American Buddhism,134014022,2020,"$12,483,503 ","$564,435 ","$194,958 ",N/A,3102016577, info@fredericklenzfoundation.org,http://www.fredericklenzfoundation.org,"1901 Avenue of the Stars STE 1100
Los Angeles, CA, United States 90067"
GlaxoSmithKline Foundation,232120418,2019,"$104,248 ","$4,425,116 ","$4,528,712 ",N/A,2157513684,N/A,N/A,"5 Crescent Drive NY0200
Philadelphia, PA, United States 19112"
United Business Media Community Connection Foundation,112945655,2016,"$38,113 ","$61,938 ","$53,117 ",N/A,N/A,N/A,N/A,"1983 Marcus Ave
New Hyde Park, NY, United States 11042-2000"
"Elizabeth C. Weiss & Ellen H. Cahn Foundation, Inc.",222479127,2019,$0 ,"$67,668 ","$66,243 ",N/A,6178635602,N/A,N/A,"8 Dover Ln.
Lexington, MA, United States 02421-6100"
Bayer Fund,436044736,2019,"$37,380,901 ","$17,183,325 ","$16,992,333 ",N/A,(314) 694-4391, monsanto.fund@monsanto.com,http://www.monsantofund.org,"800 North Lindbergh Blvd.
St. Louis, MO, United States 63167"
Bungie Foundation,272313989,2019,"$2,146,135 ","$1,543,411 ","$172,038 ",N/A,4254406862,N/A,https://bungiefoundation.org/,"550 106th Ave Ne
Bellevue, WA, United States 98004"
Gordon Salmon and Marjorie R. Present Charitable Foundation,222861959,2019,"$398,693 ","$42,350 ","$40,531 ",N/A,5855864165,N/A,N/A,"3940 East Avenue
Rochester, NY, United States 14618"
Jean R. D. and Betty Rae Hecht Charitable Foundation,222528442,2019,"$639,454 ","$31,075 ","$31,075 ",N/A,9083491900,N/A,N/A,"2075 Lakewood Road
Toms River, NJ, United States 08755"
New Crossways Foundation,454439569,2019,"$4,566,968 ","$95,614 ","$79,544 ",N/A,6173451000,N/A,N/A,"53 State St
Boston, MA, United States 02109-2835"
Shames Family Foundation,61520789,2020,"$5,388,716 ","$271,219 ","$250,792 ",N/A,2037620298,N/A,N/A,"35 Mollbrook Drive
Wilton, CT, United States 06897"
Teddy Perkins Family Charity Foundation,266640394,2012,"$953,423 ","$73,601 ","$68,003 ","$68,003 ",N/A,N/A,N/A,"29 Southfield Ct.
Needham, MA, United States 02492"
The Baxter International Foundation,363159396,2019,"$78,143,068 ","$7,101,091 ","$6,829,324 ",N/A,2249482000, fdninfo@baxter.com,http://www.baxter.com/corporate-resp...,"One Baxter Parkway
Deerfield, IL, United States 60015"
"The Hummel Family Fund, Inc.",562035183,2019,"$2,466,966 ","$102,019 ","$100,671 ",N/A,3362887237,N/A,N/A,"4082 Fearrington Post
Pittsboro, NC, United States 27312"
U.S. Bank Foundation,411359579,2019,"$129,294,671 ","$27,896,086 ","$26,113,980 ","$26,113,980 ",(612) 303-0738, usbanksupport@cybergrants.com,https://www.usbank.com/about-us-bank...,"Po Box 0634
Milwaukee, WI, United States 53201-0634"
American Society for the Prevention of Cruelty to Animals,131623829,2019,"$393,129,611 ","$250,628,436 ","$14,439,720 ","$14,439,720 ",2128767700, customerservice@aspcaonlinestore.com,http://www.aspca.org,"424 E. 92nd St
New York City, NY, United States 10128-6804"
Briggs-Kerst Family Foundation,841524699,2020,"$158,505 ","$16,664 ","$15,038 ",N/A,9702176862,N/A,N/A,"1334 W Oak Street
Fort Collins, CO, United States 80521"
De Quattro Family Foundation,833786093,2019,$930 ,"$5,391 ","$5,391 ",N/A,3013844074,N/A,https://sites.google.com/view/dqff,"12608 Billington Rd
Silver Spring, MD, United States 20904"
"Dunagan Foundation, Inc.",751561848,2019,"$8,778,261 ","$1,280,668 ","$999,500 ",N/A,2036102693,N/A,N/A,"13833 Wellington Trace No E4-140
Wellington, FL, United States 33414"
Issa Family Foundation,330834068,2020,"$38,055,158 ","$1,462,968 ","$1,303,500 ",N/A,7604771169,N/A,N/A,"P O Box 1388
Vista, CA, United States 92085"
"Kalkin Family Foundation, Inc.",133185333,2019,"$3,999,659 ","$203,259 ","$172,837 ",N/A,9086961999,N/A,N/A,"40 Quimby Lane 2nd Floor
Bernardsville, NJ, United States 07924"
"Linda and Jock Mutschler Foundation, Inc.",208032067,2020,"$1,695,648 ","$83,780 ","$73,095 ",N/A,4149630480,N/A,N/A,"3432 N Lake Drive
Milwaukee, WI, United States 53211"
"S.D. Bechtel, Jr. Foundation",203759208,2019,"$67,419,693 ","$59,808,454 ","$88,681,764 ",N/A,4152848670, information@sdbjrfoundation.org,http://www.sdbjrfoundation.org,"Po Box 193809
San Francisco, CA, United States 941193809"
The Academy Place Foundation,626380345,2019,"$5,406,824 ","$232,840 ","$217,800 ",N/A,9013276036,N/A,N/A,"One Commerce Square Suite 1530
Memphis, TN, United States 38103"
The Avista Foundation,753003371,2019,"$16,136,104 ","$1,295,669 ","$1,287,832 ",N/A,5094958156, contributions@avistacorp.com,http://www.avistafoundation.org,"1411 East Mission Avenue
Spokane, WA, United States 99202"
The Robert E. Hansen Family Foundation,760259279,2020,"$1,859,901 ","$72,429 ","$63,375 ",N/A,9204210923,N/A,N/A,"C/O Inge Bacon 253 N 1st Ave
Sturgeon Bay, WI, United States 54235"
"White Light Foundation, Inc.",474125318,2020,"$49,600 ","$92,654 ","$93,776 ",N/A,2035202539,N/A,N/A,"285 Church Hill Road
Trumbull, CT, United States 06611"
Davidson-Sterenfeld Family Foundation,134256182,2019,"$72,205 ","$11,686 ","$9,245 ",N/A,5162977689,N/A,N/A,"114 E 72 Street
New York City, NY, United States 10021"
Parekh-Vora Charitable Foundation,382779568,2019,"$1,431,839 ","$70,001 ","$50,923 ",N/A,N/A,N/A,N/A,"5214 Great Oaks Ct
West Bloomfield Township, MI, United States 483232419"
Fein Foundation,136161610,2018,"$3,696,852 ","$217,823 ","$194,700 ",N/A,9147695005,N/A,N/A,"Po Box 173
Purchase, NY, United States 10577"
The Hastings Family Foundation Inc,450632100,2018,"$405,821 ","$379,835 ","$376,832 ",N/A,7814164082,N/A,N/A,"3 Buckingham Terr.
Wellesley, MA, United States 02482"
American Optical Foundation,46028058,2020,"$1,357,454 ","$98,019 ","$83,950 ",N/A,5087657085,N/A,N/A,"80 Optical Drive Suite 2
Southbridge, MA, United States 01550"
Coghlin Family Foundation,43519886,2019,"$210,254 ","$120,425 ","$118,188 ",N/A,5087134714,N/A,N/A,"27 Otis Street Ste 300
Westborough, MA, United States 01581"
"The Ensign-Bickford Foundation, Inc.",66041097,2020,"$4,426,550 ","$510,492 ","$499,482 ",N/A,3035831345,N/A,N/A,"999 17th Street Suite 900
Denver, CO, United States 80202"
"Henry M. Butzel Family Foundation, Inc.",141789042,2020,"$1,963,209 ","$149,013 ","$89,245 ",N/A,5185886800,N/A,N/A,"3 Clinton Sq.
Albany, NY, United States 12207-2201"
"The Edmund B. and Elizabeth M. Campbell Foundation, Inc.",650753913,2020,"$1,017,098 ","$246,788 ","$240,000 ",N/A,9414856484,N/A,N/A,"951 Inlet Circle Road
Venice, FL, United States 342851008"
The Mondelez International Foundation,203881590,2019,"$7,001,281 ","$3,969,854 ","$1,971,130 ",N/A,855-535-5648,N/A,https://www.mondelezinternational.co...,"905 West Fulton Market No 200
Chicago, IL, United States 60607"
Cigna Foundation,236261726,2019,"$151,827,484 ","$10,560,130 ","$10,530,438 ",N/A,2157611000,N/A,http://www.cigna.com/about-us/corpor...,"1601 Chestnut Street Tl15c
Philadelphia, PA, United States 19192"
Desiderata Charitable Foundation,841569784,2019,"$323,162 ","$18,704 ","$16,386 ",N/A,3032730333,N/A,N/A,"7243 Prairie Star Ct.
Parker, CO, United States 80134"
Shusterman Foundation,232187215,2020,"$2,588,595 ","$175,078 ","$134,440 ",N/A,2159889550,N/A,N/A,"135 South 19th Street No 200
Philadelphia, PA, United States 19103"
Panta Rhea Foundation,330381281,2019,"$18,923,241 ",$0 ,$283 ,N/A,8584544216,N/A,http://www.pantarhea.org,"7979 Ivanhoe Ave No 460
La Jolla, CA, United States 92037"
Alice Rowan Swanson Foundation,272782745,2019,"$2,225,913 ","$127,600 ","$93,000 ",N/A,8008391754,N/A,N/A,"Foundation Source 501 Silverside Rd
Wilmington, DE, United States 198091377"
Allstadt Hardin Foundation,542014941,2019,"$1,311,220 ","$203,980 ","$194,299 ",N/A,6075477011,N/A,N/A,"18 Main Street
Cooperstown, NY, United States 13326"
Betty Byfield Paul Foundation,233063865,2019,"$132,694 ","$11,150 ","$9,098 ",N/A,7328040860,N/A,N/A,"2913 6th St
Boulder, CO, United States 80304"
Brian & Joelle Kelly Family Foundation,266139249,2019,"$50,614,244 ","$2,768,080 ","$2,468,897 ",N/A,7323458300,N/A,N/A,"225 Hwy. 35, Ste. 102C
Red Bank, NJ, United States 07701-5933"
Brigham Hill Foundation,43066922,2020,"$193,374 ","$92,515 ","$90,645 ",N/A,5088391121,N/A,N/A,"128 Brigham Hill Road
North Grafton, MA, United States 01536"
Caterpillar Foundation,376022314,2020,"$106,834,258 ","$40,454,203 ","$37,889,309 ",N/A,3096751000,N/A,http://www.cat.com/foundation,"100 N E Adams St
Peoria, IL, United States 616295425"
Cedarcrest Charitable Foundation,273420282,2020,"$47,056,574 ","$1,925,598 ","$1,496,477 ",N/A,8008391754,N/A,https://blbb.com/charitable/,"501 Silverside Rd
Wilmington, DE, United States 19809"
Choice Hotels International Foundation,522184905,2019,$0 ,"$308,959 ","$278,498 ",N/A,3015926282, jamie_little@choicehotels.com,http://www.choicehotels.com/en/respo...,"1 Choice Hotels Circle
Rockville, MD, United States 20850"
Daniel J. and Edith A. Ehrlich Family Foundation,133977042,2019,"$1,737,969 ","$294,212 ","$289,016 ",N/A,2125340732,N/A,N/A,"1070 Park Avenue
New York City, NY, United States 10128"
Eliot I. and Ruth Snider Charitable Trust,46126323,2019,"$1,443,863 ","$69,420 ","$57,084 ",N/A,6172326050,N/A,N/A,"1330 Boylston St., Ste. 609
Chestnut Hill, MA, United States 02467"
Waterford Group Charitable Foundation,550851570,2019,"$124,924 ","$86,480 ","$79,700 ",N/A,8604424559,N/A,N/A,"914 Hartford Turnpike
Waterford, CT, United States 06385"
Frank & Marie Hamilton Charitable Trust,237667824,2019,"$781,038 ","$15,340 ","$1,000 ",N/A,6172440139,N/A,N/A,"125A Seminary Ave.
Auburndale, MA, United States 02466"
Glazer Family Foundation,256743950,2019,"$1,296,962 ","$70,916 ","$58,620 ",N/A,8568482276,N/A,N/A,"2213 Delancey St.
Philadelphia, PA, United States 19103-6501"
"Glen and Diane Meakem Foundation, Inc.",251877307,2018,"$509,971 ","$115,042 ","$101,292 ",N/A,4129046336,N/A,N/A,"One Ppg Place
Pittsburgh, PA, United States 15222"
Hausner Foundation,367374197,2020,"$104,501 ","$2,315 ","$1,450 ",N/A,8475286410,N/A,N/A,"28 Concord Drive
Oak Brook, IL, United States 60523"
Howard & Robin Reisman Charitable Trust,46965548,2020,"$9,046,106 ","$456,133 ","$361,842 ",N/A,7812904900,N/A,N/A,"165 Bay State Drive
Braintree, MA, United States 02184"
Isa S. & Elizabeth J. Canavati Family Foundation,352106616,2020,"$5,106,948 ","$102,883 ","$97,212 ",N/A,N/A,N/A,N/A,"6630 Amber Rd
Fort Wayne, IN, United States 46814"
James and Viola Lane Foundation,223087604,2020,"$11,105 ","$49,614 ","$48,750 ",N/A,6074331300,N/A,N/A,"352 Main St 32
Oneonta, NY, United States 13820"
Larkin Family Foundation,453000849,2018,"$2,610 ","$6,975 ","$5,200 ",N/A,8474415004,N/A,N/A,"988 Oak St.
Winnetka, IL, United States 60093--2423"
Lynch Family Foundation,263219070,2019,"$1,578,072 ","$40,722 ","$36,600 ",N/A,8063134930,N/A,N/A,"Cummings Lockwood 75 Isham Rd 400
West Hartford, CT, United States 06107"
Margaret A. Cargill Foundation,371758406,2017,"$3,158,682,192 ","$157,586,047 ","$110,144,020 ",N/A,(952) 540-4050, info@macfoundation.org,https://www.macphilanthropiesg/do...,"6889 Rowland Rd.
Eden Prairie, MN, United States 55344-3380"
"Myers Vitkin Foundation, Inc.",131777780,2021,"$277,020 ","$24,876 ","$23,355 ",N/A,6025240974,N/A,N/A,"C/O Sckolnik 8203 ESierra Pinta Dr
Scottsdale, AZ, United States 85255"
"N.C. & B.C. Foundation, Inc.",113349321,2018,"$566,112 ","$26,335 ","$20,857 ",N/A,5168772770,N/A,http://(nys attorney general) www.ch...,"100 Crossways Pk Dr West
Woodbury, NY, United States 11797"
Patricia P. Irgens Larsen Charitable Foundation,43365402,2016,"$75,662 ","$80,964 ","$20,040 ",N/A,N/A,N/A,N/A,"15 Holly Ave
Cambridge, MA, United States 02138"
Peter H. Kamin Family Foundation,43398587,2020,"$15,523,714 ","$256,311 ","$241,430 ",N/A,4135306522,N/A,N/A,"2720 Donald Ross Rd 311
Palm Beach Gardens, FL, United States 33410"
Rauch Rainoff Foundation,561842949,2020,"$651,884 ","$18,343 ","$17,800 ",N/A,9103158424,N/A,N/A,"P.O. Box 1970
Southern Pines, NC, United States 28388-1970"
Simson First Foundation,310935291,2020,"$192,242 ","$24,244 ","$23,310 ",N/A,6143254335,N/A,N/A,"1475 W 3rd Ave No 405
Columbus, OH, United States 43201"
The Critelli Family Foundation,206214867,2020,"$7,570 ","$140,835 ","$139,385 ",N/A,2039391388,N/A,N/A,"2919 Gulf Shore Blvd North No 202
Naples, FL, United States 34103"
The Dintersmith-Hazard Foundation,43538497,2019,"$770,377 ","$938,069 ","$933,000 ",N/A,6179333620,N/A,N/A,"31 St James Ave 740
Boston, MA, United States 02116"
The F. & J.S. Fund Inc.,237042425,2019,"$12,655,605 ","$655,274 ","$517,244 ",N/A,6317771000,N/A,N/A,"3960 Merrick Rd.
Seaford, NY, United States 11783-2826"
"The Finn Family Foundation, Inc.",61405387,2019,"$5,467,469 ","$288,028 ","$277,956 ",N/A,2035321520,N/A,N/A,"Co Marcum Llp 35 Mason St
Greenwich, CT, United States 06830"
The Gaines Family Foundation,133799733,2019,"$26,160 ","$3,987 ","$3,350 ",N/A,2125943910,N/A,N/A,"65 W 13th Street
New York City, NY, United States 10011"
"The Gregory Family Foundation, Inc.",133524895,2020,"$199,765 ","$28,317 ","$24,000 ",N/A,5084284116,N/A,N/A,"Po Box 237
Osterville, MA, United States 02655"
The Harris Trust,116033492,2018,"$306,183 ","$17,620 ","$15,290 ",N/A,(757) 305-1504,N/A,N/A,"1503 N. Shore Rd.
Norfolk, VA, United States 23505-2930"
The Howard J. Cooperman Charitable Foundation,207529801,2018,"$671,698 ","$42,874 ","$38,223 ",N/A,(973) 778-8885,N/A,N/A,"21805 Old Bridge Trail
Boca Raton, FL, United States 33428"
The Jack and Sarita Gantz Foundation Inc,133352396,2019,"$5,338,610 ","$345,485 ","$255,114 ",N/A,9149492990,N/A,N/A,"709 Westchester Avenue
White Plains, NY, United States 10604"
The Leever Foundation,223115036,2020,"$20,192,381 ","$939,619 ","$598,175 ",N/A,7034379720,N/A,N/A,"12030 Sunrise Valley Drive No 450
Reston, VA, United States 20191"
"The Melvyn P. and Eleanor N. Galin Family Foundation, Inc.",412066152,2019,"$1,207,897 ","$44,071 ","$41,902 ",N/A,9123552259,N/A,N/A,"108 Johnston Street
Savannah, GA, United States 31405-5605"
The Silverman/Sutherland Family Foundation,364346253,2020,"$28,365 ","$15,294 ","$14,575 ",N/A,3126369642,N/A,N/A,"8 Berkeley Place
Cambridge, MA, United States 02138"
The Teagle Foundation Incorporated,201370387,2019,"$141,217,334 ","$9,388,473 ","$5,537,446 ",N/A,2123731972, info@teaglefoundation.org,http://www.teaglefoundation.org,"570 Lexington Ave., 38th Fl.
New York City, NY, United States 10022-6837"
Thomas W. and Janice A. Segar Charitable Trust,416451322,2019,"$47,223 ","$2,564 ","$2,425 ",N/A,9528887159,N/A,N/A,"2405 Maple Ave.
Bloomington, MN, United States 55431-2841"
Thornton Family Foundation,43554844,2019,"$10,144 ","$1,019,952 ","$1,015,000 ",N/A,9783693229,N/A,N/A,"100 Newbury Court Apt 5517
Concord, MA, United States 01742"
"Unitarian Universalist Trauma Response Ministry, Inc.",550796026,2020,"$8,154 ","$3,903 ",N/A,N/A,9083773034,N/A,N/A,"49 Marwood Place
Stony Brook, NY, United States 11790"
Wallace Foundation,841286154,2017,$0 ,$625 ,$125 ,N/A,3036888800,N/A,N/A,"P.O. Box 3006
Greenwood Village, CO, United States 80155-3006"
Weil Foundation,311627660,2020,"$5,668,645 ","$305,343 ","$233,720 ",N/A,7023706913,N/A,N/A,"8 Bayberry Place
Wilmington, NC, United States 28411"
"William Leatherbee, Jr. Charitable Trust",222894033,2019,"$318,568 ","$9,252 ","$6,645 ",N/A,4016413573,N/A,N/A,"3 Island Avenue No 8i
Miami Beach, FL, United States 331391352"
Schwarz Family Foundation,226743828,2019,"$150,848 ","$90,441 ","$90,150 ",N/A,N/A,N/A,N/A,"165 East 71st Street
New York City, NY, United States 10021"
W. & M. Kennedy Private Family Foundation Inc,10698848,2019,"$54,996 ","$2,405 ","$1,300 ",N/A,2127665840,N/A,N/A,"Weber Moses Co-225 Broadway No 24
New York City, NY, United States 10007"
The Harry Frank Guggenheim Foundation,136043471,2019,"$64,833,351 ","$3,791,605 ","$1,061,653 ",N/A,6464280971, info@hfg.org,http://www.hfg.org,"120 West 45th Street
New York City, NY, United States 10036"
Bartko Family Charitable Foundation,66419566,2020,"$1,505 ","$8,400 ","$7,425 ",N/A,6033196166,N/A,N/A,"579 Sagamore Ave
Portsmouth, NH, United States 038015573"
Kayne Anderson Capital Advisors Foundation,900729378,2019,"$764,022 ","$964,638 ","$912,799 ",N/A,3102827935,N/A,N/A,"1800 Avenue of the Stars 3rd Fl
Los Angeles, CA, United States 900674205"
Michael & Karen Tichnor Family Foundation,43573700,2019,"$67,213 ","$118,339 ","$116,160 ",N/A,5083985962,N/A,N/A,"98 Sears Road
Wayland, MA, United States 01778"
Schwartzberg Foundation Inc.,223337486,2019,"$51,501 ","$10,558 ","$10,058 ",N/A,5616381703,N/A,N/A,"76 Euclid Ave.
Haddonfield, NJ, United States 08033"
Stiassni Family Foundation,464358542,2020,"$112,698 ","$7,032 ","$4,575 ",N/A,N/A,N/A,N/A,"3400 Palos Verdes Drive West
Rancho Palos Verdes, CA, United States 90275"
The Jane & Martin Schwartz Family Foundation,236913820,2018,"$196,994 ","$150,630 ","$135,019 ",N/A,2157512080,N/A,N/A,"1600 Market St., Ste. 3600
Philadelphia, PA, United States 19103-7212"
The Baruch Fund,46112483,2019,"$3,346,804 ","$331,362 ","$326,008 ",N/A,2015990008,N/A,N/A,"82 Old Pasture Way
Hendersonville, NC, United States 28739-3133"
Morris Greenspun Foundation,756019227,2019,"$444,337 ","$35,734 ","$30,700 ",N/A,2146515570,N/A,N/A,"3720 Potomac Avenue
Highland Park, TX, United States 75205"
Feldman Charitable Foundation,223626948,2020,"$1,414,140 ","$38,790 ","$37,940 ",N/A,2015740195,N/A,N/A,"140 Little Street
Belleville, NJ, United States 07109"
"The Barkley Foundation, Inc.",650128421,2019,$0 ,"$2,827 ",N/A,N/A,9547848307,N/A,http://www.kipbarkley.com/foundation,"1100 S.E. 5 Ct., Ste. 24
Pompano Beach, FL, United States 33060-8160"
Esther & Louis Wertenteil Foundation,112690412,2020,"$49,565 ","$10,854 ","$10,804 ",N/A,N/A,N/A,N/A,"Arye Ringel, 1750 44th Street
Brooklyn, NY, United States 11204-1050"
The Progressive Insurance Foundation,300013138,2019,"$2,254,807 ","$4,902,562 ","$4,806,680 ",N/A,4404615000,N/A,http://www.progressive.com/progressi...,"6300 Wilson Mills Rd.
Mayfield Village, OH, United States 44143-2109"
Bp Foundation,366046879,2019,"$4,420,702 ","$8,386,354 ","$6,966,695 ",N/A,2818927301,N/A,http://www.bp.com/en_us/bp-us/commun...,"501 Westlake Park Blvd
Houston, TX, United States 77079"
Gilbert Rose Charitable Foundation,721540367,2018,"$16,357 ","$4,207 ","$3,472 ",N/A,5617150950,N/A,N/A,"12598 MAJESTIC ISLES DRIVE
Boynton Beach, FL, United States 33437"
Ort Family Charitable Fund Inc.,200520296,2018,$0 ,"$7,936 ","$7,936 ",N/A,7186455129,N/A,N/A,"133-15 Rockaway Beach Boulevard
Rockaway Park, NY, United States 11694"
Shuree Abrams Foundation,346555203,2019,"$917,477 ","$56,657 ","$45,378 ",N/A,2166494013,N/A,N/A,"3333 Richmond Road Suite 480
Beachwood, OH, United States 44122"
